TITLE = "tecplot solution file by FEAP"
FILETYPE = SOLUTION
VARIABLES = "xs","ys","zs","ux","uy","uz","d", "temp","s1","s2","s3","smax","hist"
ZONE N= 6262, E= 3000, F=FEPOINT, ET=BRICK 
SOLUTIONTIME=    1
 -0.5000E+02 -0.5000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1000E-09 -0.2000E+01
 -0.4900E+02 -0.5000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1000E-09 -0.2000E+01
 -0.4800E+02 -0.5000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1000E-09 -0.2000E+01
 -0.4700E+02 -0.5000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1000E-09 -0.2000E+01
 -0.4600E+02 -0.5000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1000E-09 -0.2000E+01
 -0.4500E+02 -0.5000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1000E-09 -0.2000E+01
 -0.4400E+02 -0.5000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1000E-09 -0.2000E+01
 -0.4300E+02 -0.5000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1000E-09 -0.2000E+01
 -0.4200E+02 -0.5000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1000E-09 -0.2000E+01
 -0.4100E+02 -0.5000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1000E-09 -0.2000E+01
 -0.4000E+02 -0.5000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1000E-09 -0.2000E+01
 -0.3900E+02 -0.5000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1000E-09 -0.2000E+01
